id,Age,Gender,Annual Income,Marital Status,Number of Dependents,Education Level,Occupation,Health Score,Location,Policy Type,Previous Claims,Vehicle Age,Credit Score,Insurance Duration,Policy Start Date,Customer Feedback,Smoking Status,Exercise Frequency,Property Type,Premium Amount
395,33,Male,6730,Single,2,Bachelor's,Unemployed,33.2485505,Rural,Comprehensive,,2,810,1,21:39.3,Poor,No,Weekly,House,1169
396,49,Female,18061,Married,3,PhD,,46.67662757,Suburban,Premium,3,16,348,9,21:39.3,Poor,No,Monthly,House,723
397,32,Male,42954,Single,,Master's,,46.9371679,Rural,Comprehensive,,17,798,1,21:39.2,Poor,No,Monthly,Apartment,622
398,42,Female,60543,Divorced,4,Master's,,41.58871553,Urban,Premium,,9,371,3,21:39.1,Average,No,Monthly,Apartment,456
399,31,Female,123621,Married,2,High School,Unemployed,20.23280183,Rural,Premium,0,18,835,5,21:39.1,Average,No,Monthly,House,62
400,25,Female,43987,Single,1,Master's,Unemployed,40.91713534,Rural,Basic,,2,,8,21:39.2,Good,Yes,Monthly,Apartment,1763
401,29,Female,43896,Married,,High School,,13.61851043,Urban,Premium,,7,531,6,21:39.3,Poor,Yes,Monthly,House,37
402,61,Female,2386,Married,1,PhD,Unemployed,8.935862633,Rural,Basic,1,9,812,7,21:39.2,,Yes,Weekly,Apartment,945
403,,Male,6822,Single,2,PhD,Employed,4.751505645,Rural,Basic,,18,,9,21:39.3,Poor,No,Monthly,Condo,1221
404,18,Female,50517,Married,1,High School,Self-Employed,31.29390135,Rural,Comprehensive,,10,389,7,21:39.2,Average,Yes,Weekly,Condo,203
405,35,Male,1100,Divorced,0,High School,Employed,24.57421232,Rural,Premium,,7,450,1,21:39.3,Good,Yes,Daily,House,1054
406,19,Male,23131,Married,1,Bachelor's,,23.82659369,Urban,Premium,,3,833,8,21:39.1,Average,No,Monthly,Condo,2004
407,23,Male,9791,Divorced,2,High School,Unemployed,16.61671929,Urban,Premium,2,19,438,3,21:39.1,Average,No,Weekly,Condo,728
408,36,Male,143055,Divorced,1,High School,Unemployed,14.63930219,Rural,Premium,1,4,381,8,21:39.2,Good,No,Daily,Apartment,1090
409,21,Male,29708,,0,High School,Employed,16.8291101,Urban,Basic,1,3,704,3,21:39.2,Average,No,Monthly,Condo,513
410,55,Male,41619,Single,0,Master's,,36.54973702,Suburban,Basic,0,0,607,6,21:39.1,Good,Yes,Weekly,Condo,406
411,64,Male,77868,Single,3,PhD,Employed,55.86843836,Urban,Basic,0,6,667,6,21:39.1,Good,Yes,Daily,Apartment,438
412,30,Male,2784,Single,2,Bachelor's,Employed,23.08481439,Rural,Comprehensive,1,13,398,6,21:39.2,,Yes,Weekly,Apartment,1347
413,46,Female,23222,Divorced,0,High School,,26.52750218,Suburban,Premium,0,19,652,4,21:39.1,Average,Yes,Rarely,Condo,1082
414,26,Male,23285,Married,0,Master's,,22.16392394,Suburban,Basic,1,9,401,3,21:39.2,Poor,Yes,Weekly,Apartment,1696
415,36,Female,4046,Married,3,Bachelor's,Self-Employed,8.182702264,Rural,Comprehensive,,18,431,3,21:39.1,Average,No,Rarely,Apartment,607
416,49,Female,23152,Divorced,0,PhD,Unemployed,15.56437288,Urban,Premium,0,13,664,1,21:39.2,Good,No,Monthly,Condo,757
417,27,Female,26985,Married,0,PhD,Self-Employed,7.948751212,Rural,Comprehensive,0,11,825,1,21:39.1,Average,Yes,Weekly,Apartment,2716
418,62,Female,61273,Divorced,3,High School,,44.38932796,Suburban,Premium,0,1,496,7,21:39.1,Poor,No,Weekly,Condo,24
419,51,Female,1340,Divorced,0,PhD,,51.01078403,Suburban,Comprehensive,0,1,692,1,21:39.2,Good,Yes,Monthly,House,562
420,50,Male,7091,Married,2,Master's,,46.51043025,Suburban,Basic,0,9,504,3,21:39.2,Good,Yes,Rarely,Condo,1346
421,52,Female,4075,Divorced,2,PhD,,13.24303597,Rural,Premium,4,4,,1,21:39.1,Poor,Yes,Daily,Apartment,562
422,42,Male,27891,Single,4,High School,Self-Employed,5.813662214,Urban,Premium,,18,629,8,21:39.1,Good,Yes,Weekly,Apartment,1177
423,36,Female,,Single,2,Master's,Employed,16.55003256,Urban,Basic,1,7,310,8,21:39.2,Good,Yes,Weekly,House,2391
424,59,Male,2663,Married,1,Bachelor's,Unemployed,9.362149281,Suburban,Comprehensive,2,2,578,9,21:39.3,Average,Yes,Daily,House,515
425,29,Female,3537,Single,1,PhD,Self-Employed,6.985306023,Urban,Premium,2,11,580,1,21:39.1,,No,Weekly,House,1522
426,60,Male,38969,Single,1,High School,,18.73850877,Suburban,Premium,0,2,723,7,21:39.3,Average,Yes,Daily,Condo,1793
427,45,Female,,Married,0,High School,,40.8352257,Rural,Premium,,5,,9,21:39.2,,Yes,Monthly,House,251
428,51,Female,9530,Divorced,2,High School,Unemployed,18.92750986,Rural,Comprehensive,,16,456,1,21:39.2,Average,No,Daily,Apartment,686
429,54,Female,11392,Single,2,Bachelor's,Employed,17.30806996,Urban,Premium,2,1,667,3,21:39.2,,No,Daily,Condo,110
430,34,Female,31384,Divorced,0,High School,Employed,42.98385816,Rural,Comprehensive,,5,758,8,21:39.1,Average,Yes,Daily,Condo,1438
431,41,Female,39951,Divorced,,Bachelor's,Employed,16.94417439,Suburban,Premium,,4,678,7,21:39.1,Good,Yes,Daily,Condo,597
432,20,Male,5008,Married,1,High School,Employed,39.27753928,Suburban,Comprehensive,1,6,731,8,21:39.2,Average,No,Rarely,Apartment,1044
433,63,Female,18085,Single,2,Master's,Unemployed,39.71553517,Urban,Premium,0,16,572,1,21:39.2,Poor,No,Rarely,Apartment,1005
434,28,Female,34117,Single,1,High School,,21.58478748,Suburban,Comprehensive,1,15,656,9,21:39.2,Poor,Yes,Monthly,Condo,1246
435,31,Male,55522,Single,0,Bachelor's,Employed,17.39185993,Suburban,Premium,0,9,345,1,21:39.3,Average,No,Weekly,Condo,872
436,60,Female,21526,Married,2,High School,,27.18764597,Urban,Premium,,4,689,1,21:39.2,Good,Yes,Rarely,Apartment,333
437,49,Male,17097,Single,2,Master's,,,Suburban,Premium,2,5,752,5,21:39.2,Average,No,Rarely,Condo,718
438,46,Male,88424,Married,1,PhD,,,Rural,Basic,0,8,397,8,21:39.2,Average,No,Daily,Condo,1273
439,47,Female,35791,Married,3,Bachelor's,Unemployed,21.09233952,Suburban,Basic,,19,651,4,21:39.3,Poor,Yes,Monthly,House,1160
440,60,Female,10100,Married,1,Master's,,20.28504936,Suburban,Premium,1,17,576,1,21:39.2,Poor,No,Monthly,Condo,2422
441,59,Male,10156,Divorced,2,Bachelor's,Employed,32.76443445,Suburban,Comprehensive,2,15,,3,21:39.2,Average,Yes,Weekly,Condo,461
442,38,Male,38610,Divorced,,High School,Employed,16.73867451,Urban,Basic,1,19,,9,21:39.2,Good,No,Monthly,Condo,3830
443,22,Female,25148,Single,3,Master's,Self-Employed,13.74300508,Rural,Premium,0,12,602,5,21:39.1,Average,No,Daily,House,845
444,40,Female,10283,Single,4,Master's,,22.94485053,Rural,Premium,2,13,334,2,21:39.3,Good,Yes,Rarely,Apartment,1437
445,53,Female,29095,Divorced,,High School,,18.99484928,Rural,Basic,1,2,513,6,21:39.2,Average,Yes,Daily,Apartment,549
446,37,Female,5788,,0,Master's,,37.87844473,Suburban,Comprehensive,,6,595,1,21:39.1,,No,Daily,Condo,677
447,34,Male,2792,Married,2,PhD,Unemployed,19.91859598,Rural,Basic,1,1,632,1,21:39.1,,No,Rarely,Condo,1040
448,50,Female,44871,Married,,Master's,Self-Employed,29.92770074,Rural,Comprehensive,,15,,6,21:39.2,Good,No,Rarely,Condo,884
449,49,Male,,Married,4,High School,Unemployed,,Urban,Premium,0,7,346,6,21:39.2,Good,No,Monthly,Apartment,1029
450,29,Male,123854,Married,4,Master's,Employed,25.08954356,Suburban,Premium,0,3,416,3,21:39.1,Poor,Yes,Rarely,House,130
451,45,Male,,Married,3,Master's,Unemployed,5.668080913,Urban,Basic,4,18,414,3,21:39.2,Poor,No,Rarely,House,396
452,51,Male,45972,Married,2,Master's,Self-Employed,12.9127547,Suburban,Premium,,19,460,6,21:39.1,Average,Yes,Weekly,Apartment,191
453,39,Female,49739,Married,3,High School,,24.08433235,Suburban,Comprehensive,,2,,1,21:39.2,Poor,Yes,Monthly,Condo,119
454,57,Male,33055,Single,3,Bachelor's,,17.71570717,Rural,Basic,0,17,694,2,21:39.1,Average,No,Rarely,House,1789
455,56,Female,25228,Single,0,Bachelor's,Self-Employed,14.92920791,Suburban,Comprehensive,0,3,823,5,21:39.2,Average,Yes,Daily,Apartment,979
456,56,Female,27743,Single,0,Bachelor's,,14.66996173,Rural,Comprehensive,0,14,766,9,21:39.1,Good,No,Daily,Condo,143
457,23,Female,19137,Single,4,Bachelor's,Employed,22.74476317,Rural,Comprehensive,0,14,841,3,21:39.2,Poor,No,Rarely,Condo,1269
458,37,Male,35144,Married,0,PhD,Self-Employed,18.73952942,Suburban,Comprehensive,,17,482,8,21:39.1,Poor,No,Daily,Apartment,1844
459,47,Female,25166,Married,4,PhD,,21.09527963,Suburban,Basic,0,15,766,2,21:39.1,Poor,No,Daily,Condo,1341
460,57,Female,2710,Divorced,2,High School,Self-Employed,,Urban,Basic,2,17,,1,21:39.2,Average,Yes,Rarely,House,860
461,33,Female,37349,Married,1,PhD,Employed,49.57973517,Urban,Premium,1,10,,6,21:39.3,Good,No,Daily,House,939
462,28,Female,23258,Married,,Bachelor's,Employed,26.81942999,Rural,Premium,,19,658,7,21:39.3,Good,Yes,Weekly,Apartment,567
463,62,Female,16063,Single,0,PhD,Unemployed,33.66695573,Urban,Comprehensive,0,2,,1,21:39.1,Poor,No,Monthly,House,1244
464,31,Female,2098,Divorced,3,Bachelor's,Self-Employed,,Suburban,Premium,,0,647,8,21:39.1,Average,No,Weekly,House,1236
465,49,Male,16566,Single,,Master's,Self-Employed,19.93716073,Rural,Basic,,5,,5,21:39.1,Average,No,Rarely,House,327
466,60,Female,55437,Divorced,0,PhD,Unemployed,9.263787241,Rural,Basic,,15,607,4,21:39.1,Good,No,Monthly,Apartment,130
467,43,Male,6837,Divorced,2,High School,Employed,23.68231031,Rural,Basic,0,10,596,2,21:39.3,Good,Yes,Weekly,Apartment,861
468,39,Male,115736,Divorced,0,Master's,,22.4870216,Urban,Comprehensive,1,15,674,8,21:39.2,Average,Yes,Daily,Condo,409
469,60,Female,7814,Divorced,,High School,Unemployed,26.09072962,Suburban,Premium,,12,822,3,21:39.2,Poor,No,Weekly,Apartment,1249
470,56,Female,626,Married,2,High School,Unemployed,19.45440192,Rural,Basic,1,12,483,8,21:39.1,Average,Yes,Rarely,House,1887
471,34,Male,30725,Divorced,3,PhD,Employed,18.48978231,Suburban,Comprehensive,0,8,405,4,21:39.1,Good,Yes,Monthly,House,508
472,26,Female,90084,Single,4,Master's,Employed,25.90210211,Rural,Comprehensive,1,5,314,1,21:39.3,Average,No,Rarely,Apartment,803
473,53,Female,5027,Divorced,0,PhD,Unemployed,18.38120872,Urban,Premium,0,10,607,8,21:39.2,Poor,Yes,Weekly,Condo,1548
474,46,Male,44645,Divorced,4,PhD,,32.83586694,Urban,Basic,,3,588,7,21:39.1,Good,Yes,Daily,Apartment,724
475,41,Female,52716,Single,1,PhD,,36.81643013,Urban,Comprehensive,2,16,565,8,21:39.1,Good,No,Monthly,House,2659
476,64,Male,27755,Single,1,Bachelor's,,32.01786731,Rural,Premium,1,17,,3,21:39.1,Good,No,Weekly,Condo,2049
477,49,Female,1740,Divorced,,High School,,33.00351838,Rural,Premium,,2,590,5,21:39.1,Average,Yes,Daily,Apartment,22
478,52,Male,4920,Single,2,High School,Self-Employed,23.69291962,Suburban,Basic,1,14,812,4,21:39.3,Average,No,Weekly,Condo,102
479,63,Male,29084,Married,,High School,Unemployed,5.595027087,Rural,Premium,1,5,609,4,21:39.3,,No,Daily,House,939
480,56,Male,71269,Single,3,High School,Self-Employed,51.85743902,Urban,Comprehensive,1,4,693,7,21:39.1,Good,No,Rarely,Condo,995
481,18,Male,81449,Divorced,1,High School,Self-Employed,6.596778965,Urban,Premium,0,10,622,8,21:39.1,Average,Yes,Rarely,Apartment,45
482,38,Female,20303,Single,4,High School,Employed,13.26012624,Rural,Premium,1,16,487,7,21:39.1,Average,Yes,Monthly,Apartment,2346
483,19,Female,1637,Single,2,Bachelor's,Employed,19.18368615,Suburban,Comprehensive,0,10,485,9,21:39.2,Good,No,Daily,Condo,643
484,28,Female,55147,Divorced,4,PhD,Employed,14.00147219,Rural,Basic,3,6,832,5,21:39.2,Poor,Yes,Weekly,Apartment,2094
485,32,Female,,Divorced,2,PhD,Self-Employed,51.86905567,Rural,Basic,2,3,749,8,21:39.1,Poor,Yes,Daily,House,537
486,49,Male,18380,Single,2,PhD,,9.693568708,Suburban,Premium,,3,364,5,21:39.1,Average,No,Weekly,House,913
487,26,Female,51461,Single,3,Bachelor's,,13.93725309,Rural,Basic,,16,332,7,21:39.2,Average,Yes,Daily,Apartment,3075
488,19,Female,16274,Divorced,2,High School,Employed,36.34631319,Urban,Basic,,0,602,9,21:39.1,Good,No,Rarely,House,835
489,62,Male,104953,Married,2,Master's,,28.89260445,Suburban,Premium,,16,830,4,21:39.1,Poor,No,Weekly,Condo,302
490,43,Male,132021,Divorced,,High School,,,Suburban,Premium,1,0,,1,21:39.2,Average,Yes,Rarely,Apartment,50
491,57,Male,83384,Married,4,Bachelor's,,49.67011295,Suburban,Comprehensive,,3,554,8,21:39.1,Good,Yes,Weekly,Apartment,2135
492,32,Female,1335,Single,2,PhD,,23.72490322,Rural,Premium,0,7,451,9,21:39.2,Average,Yes,Monthly,Condo,363
493,43,Male,23887,Single,3,PhD,Unemployed,25.91404234,Urban,Basic,0,1,486,1,21:39.3,Average,Yes,Weekly,Apartment,1017
494,45,Male,2536,Married,3,Bachelor's,Self-Employed,7.259989955,Urban,Comprehensive,,2,387,6,21:39.2,Good,Yes,Daily,Condo,985
495,59,Male,61540,Married,0,Master's,Unemployed,,Rural,Basic,0,1,774,7,21:39.2,Poor,No,Weekly,House,29
496,28,Female,68736,Single,1,PhD,Unemployed,44.49304724,Rural,Comprehensive,,4,561,8,21:39.2,,No,Daily,Apartment,2044
497,32,Female,,Married,4,Bachelor's,Self-Employed,40.91227305,Suburban,Comprehensive,2,14,534,2,21:39.2,,No,Rarely,Apartment,1797
498,23,Female,826,,2,High School,Unemployed,30.48256975,Suburban,Comprehensive,3,10,744,1,21:39.3,Poor,No,Rarely,Apartment,1703
499,24,Male,13982,Divorced,3,PhD,Unemployed,5.623565144,Urban,Premium,0,17,586,1,21:39.2,Average,No,Daily,Apartment,956
500,35,Female,39428,Married,4,Master's,,12.60949989,Rural,Premium,1,6,775,4,21:39.1,Poor,No,Weekly,House,1616
501,28,Male,54745,Divorced,4,PhD,Employed,7.785723117,Urban,Basic,2,4,326,5,21:39.2,Poor,No,Weekly,House,1003
502,23,Female,54561,Married,1,High School,,6.820047555,Suburban,Basic,,7,375,7,21:39.1,,Yes,Weekly,House,1609
503,34,Male,,Single,4,Bachelor's,,18.79778996,Suburban,Comprehensive,,11,758,2,21:39.3,Poor,Yes,Weekly,Condo,399
504,39,Female,33132,Single,,Master's,Employed,16.60602377,Rural,Comprehensive,0,1,559,4,21:39.3,Average,No,Weekly,Condo,463
505,41,Female,7077,Divorced,3,PhD,,25.63399223,Suburban,Comprehensive,0,2,,3,21:39.2,Good,No,Rarely,Condo,722
506,39,Male,38902,Divorced,3,PhD,Employed,12.94217559,Suburban,Basic,,3,728,5,21:39.1,Poor,Yes,Monthly,Condo,156
507,58,Male,34867,Single,3,Master's,Self-Employed,27.75672076,Rural,Premium,1,6,,6,21:39.2,Average,Yes,Daily,Apartment,111
508,46,Female,45266,Divorced,4,Bachelor's,Unemployed,24.86701542,Urban,Premium,1,3,585,2,21:39.1,Good,No,Rarely,Condo,472
509,32,Female,27731,Divorced,3,Bachelor's,Self-Employed,41.64120522,Rural,Premium,0,2,431,9,21:39.3,Good,Yes,Rarely,Apartment,539
510,33,Male,2673,Single,2,High School,Employed,25.0679874,Urban,Basic,,19,302,1,21:39.1,Average,No,Weekly,Apartment,1174
511,49,Male,44945,Divorced,0,PhD,Unemployed,11.07833404,Urban,Comprehensive,0,17,587,5,21:39.2,Good,Yes,Rarely,Apartment,631
512,51,Male,,Divorced,,Bachelor's,Employed,25.59455446,Rural,Basic,0,2,349,3,21:39.2,Good,Yes,Weekly,Apartment,121
513,27,Male,28688,Married,0,Master's,Self-Employed,24.58440259,Urban,Comprehensive,0,18,,7,21:39.2,Good,No,Rarely,House,675
514,52,Female,29206,Divorced,3,PhD,Unemployed,12.68663864,Rural,Basic,,6,665,6,21:39.1,Poor,No,Weekly,House,993
515,27,Female,6978,Married,3,Bachelor's,Self-Employed,30.44143725,Rural,Comprehensive,0,1,382,6,21:39.2,Poor,Yes,Rarely,Apartment,1561
516,44,Female,21490,Divorced,4,Bachelor's,Unemployed,40.10227988,Rural,Premium,1,18,532,9,21:39.3,Average,Yes,Weekly,Condo,942
517,28,Male,36806,Divorced,3,Master's,Self-Employed,11.57274589,Rural,Basic,,14,393,8,21:39.2,Poor,Yes,Rarely,Apartment,35
518,62,Female,10098,Divorced,,PhD,Self-Employed,37.89847185,Rural,Basic,0,7,774,8,21:39.1,Poor,Yes,Monthly,Condo,1356
519,41,Female,15151,Married,2,PhD,,35.27649067,Urban,Premium,,0,596,9,21:39.2,Poor,No,Weekly,House,1210
520,47,Female,29614,Single,,Master's,Unemployed,12.43472264,Rural,Basic,,13,810,3,21:39.2,Good,No,Daily,Apartment,834
521,62,Female,70383,Married,0,Master's,Self-Employed,47.47990863,Suburban,Comprehensive,0,12,339,8,21:39.2,Poor,No,Weekly,House,2082
522,47,Female,914,Divorced,1,Bachelor's,,7.753710073,Suburban,Premium,,12,727,4,21:39.1,,No,Rarely,Apartment,514
523,57,Male,898,Single,0,Bachelor's,Unemployed,33.54041829,Suburban,Premium,4,17,463,8,21:39.1,Poor,No,Rarely,Apartment,864
524,30,Male,10048,Married,1,PhD,Self-Employed,41.59334407,Suburban,Comprehensive,1,13,329,8,21:39.3,Good,Yes,Weekly,Apartment,29
525,30,Male,15803,Married,4,High School,Employed,8.876164861,Suburban,Premium,0,15,516,9,21:39.2,Poor,Yes,Monthly,House,661
526,27,Male,35200,Single,4,PhD,Self-Employed,12.71598989,Suburban,Comprehensive,,3,689,8,21:39.2,Good,Yes,Weekly,Condo,1447
527,54,Male,120563,Single,4,High School,Employed,51.82473648,Rural,Basic,1,10,622,9,21:39.2,Good,No,Rarely,Condo,2534
528,56,Female,28256,Single,0,PhD,Employed,,Rural,Basic,,2,573,4,21:39.1,Poor,Yes,Daily,House,928
529,20,Female,4420,Single,0,Master's,Self-Employed,13.69168388,Rural,Basic,1,11,730,2,21:39.2,Average,Yes,Daily,Condo,184
530,52,Female,37407,Single,4,PhD,Unemployed,15.17697735,Suburban,Basic,1,10,449,9,21:39.2,Average,Yes,Weekly,House,23
531,25,Female,,Single,1,PhD,,17.81912612,Rural,Comprehensive,1,7,454,2,21:39.2,Poor,Yes,Daily,Apartment,549
532,60,Male,993,Divorced,4,High School,Employed,27.88748095,Rural,Comprehensive,0,9,304,9,21:39.1,Good,No,Daily,Condo,943
533,21,Female,90412,Divorced,2,PhD,Self-Employed,32.88876039,Rural,Basic,,14,415,3,21:39.1,Poor,No,Weekly,Condo,2680
534,52,Male,88655,Married,3,Bachelor's,Self-Employed,17.71655918,Urban,Premium,,15,440,1,21:39.1,Good,No,Monthly,House,535
535,62,Female,45907,Married,4,PhD,,10.94640974,Urban,Premium,0,18,784,4,21:39.1,Poor,Yes,Weekly,Condo,1071
536,40,Male,35273,Divorced,3,Master's,Employed,48.88887812,Suburban,Basic,,17,791,6,21:39.2,Poor,No,Rarely,Condo,481
537,62,Male,9051,Divorced,0,Master's,Employed,11.83679086,Suburban,Comprehensive,0,1,817,6,21:39.2,Good,No,Weekly,House,1054
538,,Female,18059,Divorced,2,Bachelor's,,8.795822189,Suburban,Comprehensive,,10,843,3,21:39.2,Good,No,Monthly,Condo,1218
539,60,Male,12096,Single,0,PhD,Employed,21.76969403,Rural,Basic,0,9,,8,21:39.2,Good,Yes,Weekly,House,1174
540,50,Female,84712,Married,,Bachelor's,Employed,11.69659563,Urban,Premium,,4,349,3,21:39.1,Good,No,Daily,Condo,539
541,33,Male,120961,Married,3,PhD,Unemployed,19.5836945,Urban,Basic,0,16,445,3,21:39.3,Poor,No,Rarely,House,445
542,56,Female,817,Divorced,3,Master's,Employed,17.63666756,Urban,Basic,,5,,3,21:39.1,Average,No,Weekly,Apartment,434
543,63,Male,104488,,4,High School,,45.78812585,Suburban,Comprehensive,1,16,674,4,21:39.2,Average,No,Weekly,Apartment,303
544,44,Male,1217,Single,0,Bachelor's,Employed,28.65702348,Urban,Basic,2,11,768,6,21:39.2,Average,No,Daily,Condo,904
545,45,Female,35478,Divorced,3,Bachelor's,Employed,8.906312153,Suburban,Premium,0,17,841,9,21:39.2,Average,No,Weekly,Condo,974
546,42,Female,1437,Single,4,High School,Employed,25.95913942,Rural,Premium,,5,439,3,21:39.1,Poor,Yes,Monthly,Condo,669
547,20,Female,18199,Married,,High School,Unemployed,19.57254547,Suburban,Premium,,19,632,4,21:39.2,Good,Yes,Monthly,Condo,22
548,52,Male,10097,Divorced,4,Master's,Employed,12.73481817,Urban,Comprehensive,0,11,567,4,21:39.1,Average,Yes,Daily,House,152
549,48,Female,16245,Single,0,PhD,Self-Employed,11.71929983,Suburban,Comprehensive,,11,738,8,21:39.1,Good,Yes,Monthly,Apartment,816
550,63,Female,,Single,0,Bachelor's,Self-Employed,22.92470458,Urban,Comprehensive,0,19,431,3,21:39.2,Poor,Yes,Weekly,Condo,634
551,30,Female,30603,Married,,Master's,Unemployed,32.0826852,Rural,Comprehensive,2,16,445,3,21:39.1,Average,Yes,Rarely,Condo,798
552,27,Female,744,Married,0,Master's,Employed,24.62003202,Suburban,Basic,2,15,483,7,21:39.2,,No,Rarely,Condo,880
553,,Male,35391,Married,1,High School,,18.7381432,Rural,Premium,,4,639,4,21:39.2,Good,No,Weekly,Condo,1439
554,40,Female,989,Single,2,Master's,Employed,14.39343003,Urban,Premium,,7,491,4,21:39.2,,Yes,Monthly,Condo,42
555,45,Female,1805,Married,3,Master's,Employed,29.47963806,Suburban,Comprehensive,1,15,489,1,21:39.1,Poor,Yes,Rarely,Apartment,37
556,21,Male,5908,Married,4,PhD,Unemployed,47.20267483,Suburban,Basic,2,15,582,4,21:39.2,Average,Yes,Daily,Apartment,514
557,40,Male,12773,Single,1,High School,Self-Employed,39.87931261,Rural,Comprehensive,,5,,3,21:39.3,Good,Yes,Daily,Apartment,20
558,24,Female,29173,Married,,High School,Self-Employed,39.44156915,Urban,Premium,1,19,764,3,21:39.1,Good,Yes,Monthly,House,783
559,18,Male,1883,Divorced,2,PhD,,21.39891689,Urban,Comprehensive,0,3,420,8,21:39.1,Poor,Yes,Weekly,Apartment,325
560,61,Male,567,Married,2,Master's,Self-Employed,22.25672144,Rural,Basic,3,1,542,6,21:39.2,Good,No,Monthly,Apartment,1361
561,45,Male,4569,Divorced,0,PhD,,15.56437288,Urban,Basic,,19,426,3,21:39.1,Good,No,Daily,Apartment,1256
562,56,Female,17363,Married,3,PhD,,22.93814571,Urban,Comprehensive,,18,674,3,21:39.2,Poor,No,Rarely,Condo,538
563,20,Female,28418,Married,0,High School,Unemployed,18.48172706,Urban,Comprehensive,0,8,744,1,21:39.3,Poor,No,Weekly,Condo,1506
564,64,Male,7275,Married,2,PhD,Employed,40.89516755,Rural,Comprehensive,1,14,762,7,21:39.3,Poor,No,Rarely,Apartment,624
565,57,Male,15983,Married,2,High School,Self-Employed,35.08340165,Rural,Basic,0,5,662,2,21:39.2,Poor,No,Monthly,Apartment,2089
566,18,Male,46280,Divorced,4,Bachelor's,,19.08337153,Rural,Comprehensive,0,16,761,4,21:39.1,Average,No,Weekly,Apartment,110
567,58,Male,33262,Divorced,0,Bachelor's,Unemployed,21.3907672,Urban,Premium,0,14,819,2,21:39.1,Good,Yes,Rarely,Apartment,2816
568,54,Female,9436,Divorced,1,Master's,Employed,18.81467639,Suburban,Premium,,16,791,1,21:39.1,Poor,No,Daily,Apartment,1136
569,28,Female,109814,Divorced,3,PhD,Employed,27.77101772,Suburban,Comprehensive,,16,831,7,21:39.1,Average,No,Daily,Apartment,350
570,,Male,,Single,2,PhD,Self-Employed,48.08846546,Rural,Basic,1,0,778,2,21:39.3,Good,No,Daily,House,66
571,44,Female,2666,Married,3,High School,,16.89609549,Rural,Comprehensive,4,12,707,1,21:39.1,,Yes,Monthly,Apartment,1423
572,47,Female,75784,Single,2,PhD,,24.829362,Suburban,Basic,1,0,523,5,21:39.2,,Yes,Rarely,Condo,2214
573,56,Male,3815,Divorced,,Bachelor's,,,Suburban,Comprehensive,0,14,787,9,21:39.1,Poor,Yes,Monthly,House,558
574,44,Female,,Single,0,Bachelor's,,23.90845903,Rural,Premium,1,1,641,4,21:39.1,Poor,No,Monthly,Condo,287
575,59,Male,1280,Single,4,High School,Employed,22.86931197,Rural,Premium,2,9,350,1,21:39.1,Good,No,Weekly,House,1163
576,34,Female,63484,Single,4,Bachelor's,Employed,11.75361545,Rural,Basic,1,12,618,2,21:39.2,Poor,Yes,Daily,Apartment,91
577,56,Female,8073,Single,1,Master's,,26.7354058,Rural,Basic,1,0,743,2,21:39.2,Good,No,Rarely,House,678
578,51,Male,18051,Divorced,,Master's,Self-Employed,16.08707746,Rural,Basic,2,6,548,8,21:39.3,,Yes,Weekly,Apartment,658
579,60,Male,2894,Single,,High School,Self-Employed,,Urban,Premium,1,19,466,3,21:39.1,Poor,Yes,Weekly,Apartment,1185
580,26,Female,58904,Married,2,Bachelor's,Unemployed,10.88209086,Urban,Premium,1,13,392,5,21:39.1,Good,No,Rarely,Apartment,1616
581,44,Male,14894,Single,0,PhD,Employed,8.275429457,Suburban,Basic,1,14,496,4,21:39.2,Poor,No,Monthly,Condo,834
582,62,Male,44302,Single,4,PhD,Unemployed,16.63872908,Urban,Basic,1,6,491,8,21:39.2,Average,Yes,Monthly,Apartment,807
583,29,Male,2957,Divorced,0,PhD,Unemployed,18.3880616,Rural,Premium,,12,437,9,21:39.1,Poor,No,Rarely,Apartment,2155
584,55,Female,23494,,2,Master's,,6.891740358,Suburban,Premium,,19,702,8,21:39.2,Average,Yes,Monthly,House,1085
585,31,Female,1018,Married,,PhD,Self-Employed,37.68122683,Suburban,Premium,2,12,635,1,21:39.3,Poor,No,Rarely,House,39
586,27,Female,40252,Single,0,Master's,Employed,,Rural,Comprehensive,2,3,566,7,21:39.2,Average,No,Weekly,Condo,785
587,60,Male,6861,Married,0,Master's,Employed,16.7746286,Rural,Comprehensive,1,19,543,1,21:39.2,Good,Yes,Daily,House,822
588,49,Female,46916,Divorced,2,Bachelor's,,17.59459025,Suburban,Comprehensive,1,16,,9,21:39.2,Average,Yes,Daily,Apartment,411
589,63,Male,48676,Divorced,2,Master's,Self-Employed,24.93672178,Rural,Comprehensive,1,17,424,1,21:39.1,Poor,No,Rarely,Apartment,1507
590,42,Male,5037,Single,3,Master's,,23.89804724,Suburban,Basic,1,8,394,5,21:39.3,Average,No,Daily,House,1560
591,59,Male,2098,Single,4,Bachelor's,Employed,41.17086428,Suburban,Basic,2,10,844,1,21:39.2,,Yes,Monthly,Apartment,3929
592,28,Male,8894,Married,1,PhD,Unemployed,16.63682557,Rural,Premium,,10,595,9,21:39.1,Good,No,Rarely,Apartment,3961
593,40,Female,7894,Divorced,1,Bachelor's,Self-Employed,30.65498252,Rural,Premium,2,18,508,5,21:39.2,Average,No,Weekly,House,688
